"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand"
454,23.93783086,83.78228336,1.807352776,0.154085684,"V",5323188,5324600,"minus"
455,13427.06507,10014.90622,-0.422995079,0.53852439,"V",5315497,5319561,"minus"
457,12484.05802,10268.01927,-0.281929059,0.64697454,"X",14183380,14185528,"minus"
458,14937.70274,12826.26899,-0.219856725,0.923230191,"X",14197293,14209084,"minus"
459,55201.34693,51725.07637,-0.0938396,0.981704906,"II",6951598,6955366,"plus"
460,23723.2954,22268.37957,-0.091307848,1,"X",1853865,1856166,"minus"
461,17483.52654,18312.25659,0.066813367,1,"X",12318091,12320632,"minus"
462,8207.418648,8080.856746,-0.022420287,1,"X",1846603,1848669,"minus"
463,50676.27234,42039.72618,-0.269557134,0.544010177,"III",4446606,4449912,"minus"
464,40672.12747,45536.08867,0.162969919,0.937938572,"III",2530603,2546408,"plus"
465,1014.943876,1895.530382,0.901201628,0.052043688,"III",4489326,4491366,"plus"
466,27262.82635,23367.3219,-0.222442737,0.783558944,"I",9665246,9668655,"plus"
467,8280.351771,7927.490582,-0.0628278,0.973689679,"I",8324113,8328851,"plus"
468,4267.306197,2987.16065,-0.514550805,0.322214731,"I",8633919,8636038,"plus"
469,44179.27453,33721.17126,-0.389715081,0.532669799,"I",14961490,14965344,"plus"
472,376424.9999,398706.1821,0.082963529,0.888200212,"II",11039352,11041150,"minus"
473,12259.13294,13307.47995,0.118380448,1,"I",5619570,5620671,"plus"
474,8535.429028,9596.518414,0.169047424,1,"I",5571787,5572976,"minus"
475,125797.6203,115254.6589,-0.126279562,1,"III",10866789,10868628,"minus"
476,3342.862849,4212.99619,0.333762446,0.514213585,"I",9994721,9999918,"minus"
477,100.9795691,162.8283729,0.689288685,0.412491821,"V",5538784,5546744,"plus"
478,30052.42997,29764.1899,-0.01390402,0.989392594,"V",3441498,3444874,"minus"
479,26389.01109,24033.38659,-0.134897332,0.996202468,"III",7495202,7497768,"minus"
480,35064.05124,38865.91583,0.14851282,0.745595047,"V",118043,122966,"minus"
481,69.27652584,349.1934392,2.333587966,2.17e-05,"IV",3613782,3624692,"minus"
482,132880.8028,128908.4839,-0.043785479,0.956022359,"X",12846360,12852531,"minus"
483,133.8320858,114.2410703,-0.228342638,0.860405374,"I",6517576,6520880,"minus"
484,1103.553779,1375.472297,0.317770146,0.689952195,"X",481379,486505,"plus"
485,1894.243112,3257.788597,0.782271486,0.119486778,"I",8062006,8081666,"minus"
490,942.1487571,1708.231691,0.858476892,0.047082857,"V",12144276,12150670,"minus"
491,1010.125484,1098.303097,0.120741723,0.931336814,"V",10299448,10307329,"minus"
492,1038.321504,1662.704912,0.679278923,0.282541453,"I",10506989,10515495,"minus"
493,2745.571064,3838.184951,0.483317979,0.527944746,"I",5746728,5754284,"plus"
496,1065.096574,1227.79092,0.205080658,0.999141633,"I",7554888,7559912,"plus"
497,3767.60299,7858.649774,1.060634509,0.04240573,"II",203459,211924,"plus"
498,16235.08027,13085.56341,-0.311138476,0.542116605,"V",3756767,3759462,"minus"
499,477.6376898,455.3404171,-0.06897116,1,"V",19908859,19915942,"minus"
500,16449.50789,15896.51381,-0.049334015,1,"I",6181316,6183882,"minus"
501,65.58793749,176.2268006,1.425930933,0.042822264,"IV",13209250,13214542,"minus"
502,13809.72073,11300.36205,-0.289315149,0.537009201,"I",5103583,5104919,"minus"
503,391744.4631,329704.5052,-0.248739283,0.749853609,"X",3397594,3400007,"minus"
506,7665.515038,7969.174975,0.056047646,1,"III",2394319,2401298,"minus"
507,9677.117182,10114.01343,0.063706363,1,"III",8005761,8009758,"minus"
508,25292.8394,27280.64523,0.109148762,0.909322873,"III",8010713,8013706,"plus"
509,4036.885427,3490.648491,-0.209747557,0.756464513,"IV",9731718,9737602,"minus"
510,773.7441927,738.8389909,-0.066596672,1,"X",4286713,4291466,"plus"
511,1266.356108,1367.447328,0.110802106,1,"III",4365347,4367441,"plus"
512,4591.770112,4357.138968,-0.075669287,0.962736316,"III",4367804,4370132,"plus"
513,11.48651117,57.16069003,2.315082662,0.069416458,"III",4370857,4372792,"plus"
514,4817.736127,3733.833641,-0.367697727,0.498556156,"V",2106397,2109386,"minus"
515,3248.498984,2417.029092,-0.426538416,0.543394106,"X",3576593,3578944,"plus"
516,16948.35391,16305.61417,-0.055776377,0.970816521,"II",7811189,7812052,"plus"
517,9705.012078,7386.037471,-0.393929427,0.736466147,"II",7816458,7820227,"plus"
518,962.9653171,1325.46012,0.460937521,0.28704994,"III",5635437,5654514,"plus"
519,10501.2086,10768.80437,0.0363027,1,"III",11154726,11168710,"plus"
520,13361.98909,13037.67997,-0.035447618,0.962332965,"III",4419820,4423344,"plus"
521,1679.95164,2925.959563,0.800490128,0.274705426,"V",12736686,12741194,"plus"
522,62.81427193,112.5908041,0.841924705,0.468586566,"X",11047349,11049166,"plus"
523,1849.652907,2402.410519,0.377228127,0.734799559,"X",7431425,7433490,"plus"
524,343.1900465,737.0985337,1.102849777,0.163717075,"X",3373234,3374727,"minus"
526,3088.079934,4116.411078,0.414676965,0.24559635,"X",7433587,7435662,"plus"
527,3965.512093,5944.550022,0.584060425,0.217351253,"I",8705681,8724273,"minus"
528,1308.011808,1774.565363,0.44009015,0.485343921,"II",11846445,11854680,"minus"
529,76.07050997,212.7365149,1.483658502,0.126913843,"II",11358383,11370248,"plus"
530,688.5140099,449.7067522,-0.614501465,0.532647604,"II",7217914,7225607,"minus"
531,3.890461856,25.5426621,2.714895553,0.160075481,"X",4094847,4100512,"minus"
532,26520.66795,23475.31335,-0.175972696,0.770501546,"II",9094618,9098784,"minus"
533,6763.540803,5801.097181,-0.221452927,0.671744885,"V",12060215,12063349,"minus"
534,59703.79714,54331.93109,-0.136022364,1,"V",6044043,6045654,"plus"
535,97.36379374,370.3296419,1.927352742,0.110136004,"IV",6092587,6093636,"minus"
536,5752.258932,4452.306852,-0.369575592,0.46776561,"III",5277853,5279324,"plus"
537,6709.328774,5738.523747,-0.225488794,0.830107991,"III",7515157,7518458,"minus"
539,70.51794098,35.76663969,-0.979375769,0.857961514,"V",11263504,11265632,"minus"
540,4765.817178,4834.067702,0.020514069,0.926458199,"I",5274699,5278711,"minus"
541,236.5103189,273.0177428,0.207091582,1,"V",8682943,8686140,"plus"
542,19583.46369,25785.59503,0.396929384,0.516864337,"III",7981002,7986272,"plus"
543,10688.24816,9177.253592,-0.219891031,0.90315121,"III",4700290,4704019,"minus"
544,709.977301,649.2450587,-0.129009772,1,"I",12073062,12084212,"minus"
545,5234.023669,5280.411521,0.01272992,1,"III",1807725,1818316,"minus"
546,10407.17982,5022.097371,-1.051217269,0.080866422,"IV",1429547,1435017,"minus"
547,8152.675642,8119.949789,-0.005802812,0.942585806,"IV",1435466,1446026,"minus"
548,46996.97436,40624.41717,-0.210220765,0.712006727,"II",5466344,5473788,"plus"
549,29347.04911,25765.5841,-0.187770147,0.758740649,"III",9054974,9058804,"plus"
550,30011.24332,26661.58617,-0.170740476,0.747085242,"III",9516389,9521378,"minus"
551,0.561395467,10.51380159,4.227123191,0.358122745,"IV",7734635,7736397,"plus"
552,77232.73811,81096.11446,0.070420273,0.837836856,"V",1156270,1158161,"plus"
553,2071.997598,3829.863942,0.88627081,0.102984774,"IV",1824527,1834121,"plus"
554,7691.384919,10331.27062,0.425702398,0.469689545,"V",11375724,11378039,"plus"
556,0.819116083,51.62276947,5.97779581,0.000372021,"V",1449667,1450189,"minus"
557,290.8889758,823.5412069,1.501372217,0.194317185,"V",1448031,1448794,"plus"
558,107.9411797,498.5488087,2.207489394,0.093001403,"V",1447222,1447707,"plus"
560,15.48164841,59.75978573,1.948615885,0.132401255,"III",1763515,1764892,"plus"
561,10069.24016,9031.306247,-0.156948246,1,"III",5240554,5242069,"minus"
562,1457.797143,2348.388996,0.687881423,0.517476602,"V",15025723,15031616,"minus"
563,27.56445301,80.46637623,1.54557709,0.23629839,"IV",9477505,9481020,"minus"
564,26112.24541,25016.13804,-0.061867436,0.982612283,"III",10271166,10278611,"plus"
565,9005.397772,8633.835308,-0.060788429,1,"II",12072006,12088797,"minus"
566,71447.13326,67487.81802,-0.082249016,0.920859237,"III",10655671,10677423,"plus"
567,87419.14077,87853.36654,0.007148373,1,"III",9814296,9817052,"minus"
583,838.640163,950.6319608,0.180834983,0.904549115,"I",6250573,6252823,"plus"
584,2716.383056,2726.137973,0.005171643,0.87455858,"II",14902417,14907457,"plus"
585,13419.59445,12060.49158,-0.154052361,0.755299514,"IV",7034391,7039569,"minus"
591,43887.18561,41808.36645,-0.070008081,0.965054402,"X",7465146,7475249,"minus"
592,2386.842108,3231.1418,0.436940931,0.544010177,"V",14457460,14460126,"plus"
593,54.51931694,101.7190121,0.899749964,0.536154798,"IV",10084421,10085417,"minus"
594,1473.546063,3188.632989,1.113645893,0.433944503,"IV",8824801,8826000,"plus"
596,9.465110111,44.77512967,2.242006416,0.119354787,"I",7401672,7402753,"plus"
597,104.7138837,209.1081739,0.997796719,0.408765166,"III",7019526,7020544,"minus"
598,32.12299705,30.78256768,-0.061492925,1,"X",13589965,13591137,"plus"
599,1585.107798,3254.226027,1.037733502,0.45995197,"V",9164272,9165284,"minus"
601,35.84669288,104.9892651,1.550329892,0.084376254,"V",10423884,10425069,"minus"
602,14.08937561,74.83037282,2.409016285,0.107546099,"V",10420867,10421869,"minus"
603,1248.555939,3721.556348,1.57564562,0.229825609,"IV",7753396,7754635,"plus"
608,26.81301793,72.51490297,1.435343912,0.859191817,"X",421708,422777,"plus"
609,33.66397929,94.62129405,1.490959169,0.876075047,"II",4869602,4870786,"minus"
610,100.7503058,516.1923557,2.357124559,0.123964371,"IV",4263334,4265195,"plus"
611,882.4726942,2282.586771,1.371046161,0.160306123,"IV",4243541,4244603,"minus"
615,135.9750369,392.4694013,1.529238362,0.030209405,"II",8567982,8569037,"minus"
616,72.02800855,107.8215508,0.582015643,0.406732305,"II",10704844,10705961,"plus"
617,19.00306644,28.04505721,0.561514287,0.777491829,"II",1104617,1106930,"minus"
618,14.39204479,9.21194053,-0.643694579,1,"X",15174969,15176411,"minus"
620,244.527218,230.2315764,-0.086909345,0.993211061,"V",8049724,8050873,"minus"
621,3.923649176,12.36147596,1.655583055,0.711580801,"X",13591428,13592391,"plus"
622,33.96481338,75.18541857,1.146411966,0.687529909,"I",115739,117502,"plus"
623,130.4350378,78.66631513,-0.72951355,0.724161096,"I",741882,745457,"minus"
624,18.14429146,5.5983175,-1.696450506,1,"I",745756,748510,"plus"
625,846.1185034,2144.834491,1.341934685,0.328721089,"I",3010692,3011661,"plus"
629,9.670581159,17.43995666,0.850721958,0.769767724,"I",4571215,4572889,"minus"
630,219.5085463,409.071959,0.898077537,0.072316287,"I",5644750,5646373,"plus"
631,67.01087605,188.3294091,1.490791133,0.07268527,"I",5842717,5844060,"plus"
633,142.9090505,371.5208308,1.378345818,0.006661437,"I",6232779,6234282,"plus"
634,55.15907632,185.9394736,1.753162873,0.133977623,"I",6311253,6312415,"plus"
636,31.95552605,50.64133535,0.66425001,0.675334753,"I",7105318,7106923,"plus"
637,6.915677151,40.76076107,2.559238564,0.071102585,"I",7202181,7203506,"minus"
638,35.46858562,47.17723833,0.411549167,0.791606387,"I",7403338,7404349,"minus"
639,339.7626626,765.4246857,1.17173311,0.071021171,"I",8243687,8244955,"minus"
640,242.1406713,420.1002082,0.794888078,0.238638522,"I",9893689,9895587,"minus"
641,1101.995562,3568.447935,1.69517831,0.231676819,"I",11489147,11490550,"minus"
642,16.04369706,11.01403709,-0.542663258,1,"I",11559437,11560556,"plus"
644,369.8767349,468.9564444,0.342409376,0.604895733,"II",104534,105819,"plus"
645,220.3090044,631.7973778,1.519933488,0.007934804,"II",303924,305530,"minus"
646,13.75951375,26.95485899,0.970115875,0.789045837,"II",1470047,1472267,"plus"
647,704.1679777,903.2655901,0.359230629,0.608340591,"II",3500076,3502452,"minus"
648,8.355915518,18.24499104,1.126630631,0.861338898,"II",3520704,3524183,"minus"
649,5.614483398,26.10223267,2.216948026,0.307016182,"II",4872093,4873122,"minus"
650,8251.923077,23199.80611,1.49131047,0.260750629,"II",5830848,5831993,"plus"
651,57.40689757,201.0285753,1.808104593,0.136548541,"II",6426261,6427481,"plus"
652,25974.06925,25613.27389,-0.020180383,1,"II",8204290,8207522,"plus"
653,451.193238,1576.330081,1.804752313,0.208726285,"II",8358178,8359328,"minus"
654,95.22485921,182.0324039,0.934785135,0.275199409,"II",9152470,9154249,"plus"
655,1.122790933,92.13327567,6.358561083,2.01e-07,"II",10703559,10704515,"plus"
656,13.61477519,76.92413046,2.49826307,0.731434102,"II",10707144,10708227,"plus"
657,0.343509993,30.14329794,6.455341391,0.015334184,"II",11012336,11013720,"minus"
658,190.1694686,293.8156873,0.627625784,0.924823799,"II",11044077,11045910,"minus"
659,176.0748157,149.639527,-0.234697262,0.978843766,"II",11868472,11869625,"plus"
660,54.81075361,91.08477922,0.732751021,0.607821641,"II",12493636,12495042,"minus"
661,242.9224923,199.7559354,-0.282257706,0.819809329,"II",13095939,13098205,"minus"
662,9.228162389,48.26857829,2.386969037,0.233618359,"II",14090000,14094615,"minus"
663,51.50757353,78.6538092,0.610732059,0.633996115,"III",41060,42017,"plus"
664,257.6027906,931.2240225,1.853980053,0.107259538,"III",4748145,4749121,"plus"
665,18.59401123,33.53600528,0.850872817,0.758555512,"III",7948773,7950002,"plus"
666,10.2649877,19.01942247,0.88974154,0.789127995,"III",8262290,8263593,"minus"
667,25.93133426,88.95746465,1.778419231,0.047331578,"III",10982067,10983154,"minus"
668,18.8857486,78.84765278,2.061769837,0.645439178,"III",10984456,10985509,"minus"
669,53.86435415,123.3198331,1.195002081,0.280418375,"III",10986727,10987744,"minus"
670,8.250711405,13.90527,0.753041334,0.999841216,"III",11703879,11704985,"plus"
671,26.18376521,28.86741339,0.140769272,1,"III",11705613,11706544,"minus"
672,955.8470314,2522.774235,1.400159443,0.268118465,"III",12992301,12993603,"minus"
673,104.43426,160.0773457,0.61617408,0.478498539,"III",13018834,13020130,"plus"
674,27642.53192,22039.21561,-0.326816887,0.659247631,"IV",138461,144950,"minus"
675,98.3007564,121.6248406,0.307163491,0.897925317,"IV",325436,326671,"minus"
677,243.7897317,304.5787578,0.321177966,0.816542486,"IV",762412,763678,"minus"
678,608.9158524,1729.615912,1.506136923,0.260750629,"IV",1353678,1355304,"minus"
679,197.3425781,392.9597051,0.993679122,0.050182956,"IV",1357815,1359224,"minus"
680,40.22166889,126.2771849,1.650549156,0.725204529,"IV",1459862,1460787,"minus"
681,1274.481061,2857.588875,1.164888435,0.397992476,"IV",1548723,1549717,"plus"
682,1.94208326,17.78060437,3.194627405,0.283491048,"IV",1768620,1769666,"plus"
683,1077.391836,2892.34054,1.424694384,0.294383495,"IV",1817044,1820252,"minus"
684,92.07673572,77.21275817,-0.253997439,1,"IV",4608202,4609671,"minus"
685,2390.266347,3247.429653,0.442126887,0.659088929,"IV",4655784,4657579,"minus"
686,21.50548771,57.65695229,1.42278973,0.393024554,"IV",6377083,6378184,"plus"
687,446.4523055,1238.897653,1.472479044,0.30113926,"IV",7150653,7152478,"minus"
688,3.110828428,14.87513806,2.257532326,0.495918782,"IV",7245494,7246629,"minus"
689,157.2539383,420.1101386,1.417671454,0.268563748,"IV",7988676,7991411,"plus"
690,7.939559306,21.99453857,1.470014498,0.615381102,"IV",8356753,8357907,"plus"
691,1504.228573,3329.339333,1.146212114,0.427889492,"IV",8822952,8824161,"minus"
692,542.717777,1631.453243,1.58788357,0.001359644,"IV",8848169,8849663,"plus"
693,46.86121636,114.6260356,1.290468461,0.849789957,"IV",8978808,8979797,"minus"
694,82.11519483,130.9691287,0.673505675,0.66689204,"IV",9260593,9261750,"minus"
695,26762.38675,29609.56759,0.145856636,0.858328032,"IV",9394601,9396201,"minus"
696,46.88911401,149.4390334,1.672232105,0.85333054,"IV",9563343,9564454,"plus"
698,36.60851863,124.0646138,1.760840382,0.721165177,"IV",10216428,10217621,"plus"
699,857.3676935,2442.637405,1.510453759,0.324660407,"IV",11225483,11226497,"plus"
700,73.46771819,65.56487429,-0.164187354,1,"IV",11263331,11264309,"plus"
701,62.98602693,82.48947725,0.389178283,0.844632743,"IV",11264925,11265903,"minus"
702,141.8035594,102.9309015,-0.462217579,1,"IV",11549979,11551938,"minus"
703,2.926306517,46.95447665,4.004109913,0.055201158,"IV",12108649,12110236,"minus"
704,86.13095964,363.3021385,2.076566047,0.165567219,"IV",12427482,12428493,"minus"
705,288.297663,1288.392131,2.159940707,0.053209782,"IV",13065705,13067264,"minus"
706,280.2750021,398.7614403,0.508682835,0.506843983,"IV",13089554,13091043,"minus"
708,17.73488377,56.89180743,1.681631041,0.378204726,"IV",15129630,15131754,"minus"
709,68.68735717,133.5867891,0.95966086,0.392295757,"IV",16551459,16554315,"minus"
712,8.990157204,35.9932774,2.001309226,0.702076288,"V",4652368,4653972,"minus"
713,28.62335758,80.83792594,1.497839394,0.827087688,"V",5835836,5836824,"minus"
714,39.71126842,28.62793696,-0.472124735,1,"V",6829687,6830725,"plus"
715,1.545794967,10.76546355,2.799989562,0.719010339,"V",6831146,6832237,"plus"
716,10.56931573,50.59914503,2.259231029,0.732485916,"V",6835618,6836683,"plus"
717,1200.003463,2321.089492,0.951763579,0.47393702,"V",9159619,9160640,"minus"
718,20.6547705,65.61486774,1.667547724,0.249804873,"V",9162028,9162982,"minus"
719,15.09948518,45.52439353,1.592140436,0.412129092,"V",9629919,9630987,"plus"
720,9.36602509,75.83685251,3.017390281,0.011541758,"V",9632247,9633313,"minus"
721,2.417336863,10.4215841,2.10808415,0.665432323,"V",10241759,10242693,"plus"
722,45.35740474,221.8386716,2.290100883,0.000141379,"V",10291671,10292843,"minus"
723,53.32403227,138.753278,1.379664071,0.082930995,"V",10293493,10294596,"minus"
724,57.23332834,35.70179338,-0.680858962,0.878080819,"V",10393508,10395209,"minus"
725,54.0291815,42.78222291,-0.336727381,1,"V",10560898,10562166,"plus"
726,202.6814814,314.3877778,0.633330854,0.605877901,"V",10949879,10951733,"plus"
727,200.1775048,410.4610025,1.0359653,0.045040624,"V",11385342,11386363,"plus"
728,622.1879478,1134.806101,0.867023458,0.07286457,"V",11388872,11389857,"minus"
730,38.21142769,56.24938183,0.55783308,0.672861329,"V",11484036,11484980,"plus"
731,99.84408395,79.47491405,-0.329177395,0.846357239,"V",11829563,11831203,"plus"
732,9.491825853,76.80657724,3.016472323,0.011843187,"V",13198216,13199301,"minus"
733,244.9130305,213.7037072,-0.196657599,1,"V",13200968,13202175,"minus"
734,8.230643487,11.58425518,0.493088155,0.942985937,"V",13317019,13317997,"minus"
735,151.3927263,264.7776175,0.806485279,0.514291128,"V",13441953,13443388,"plus"
736,15.20486554,27.73640712,0.867247859,0.734297248,"V",20600064,20602443,"plus"
737,53.12022008,60.02181745,0.17622588,1,"X",2093469,2094838,"plus"
738,11237.5643,31803.29411,1.500846833,0.265030279,"X",4353593,4354786,"plus"
739,762.7186996,1967.550501,1.36717769,0.260207398,"X",6279639,6280983,"plus"
740,753.0216826,1592.777358,1.080781306,0.394933874,"X",6323261,6324481,"plus"
741,291.8435884,628.18613,1.105996716,0.448627299,"X",6326155,6327339,"plus"
742,27.18675002,61.83812609,1.185592903,0.276362423,"X",6329124,6330091,"plus"
743,8.507426352,20.57063228,1.273791477,0.613712306,"X",6331584,6332650,"plus"
744,11.26809696,3.109679646,-1.857406014,1,"X",6334262,6335185,"plus"
745,424.7452164,1117.703672,1.395868144,0.140268289,"X",6672792,6674374,"plus"
746,42.46476248,90.50389229,1.091713659,0.3813459,"X",6875127,6877494,"minus"
747,661.4605981,1112.907637,0.750606739,0.532587737,"X",7546796,7548320,"plus"
748,19.5721154,9.084792748,-1.107274187,0.973349723,"X",9233583,9234557,"minus"
749,220.0662073,231.9346255,0.075780589,1,"X",10077554,10078679,"plus"
